51 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 | 112.81 145.03 57.48 24.90 36.11 28.70 128.66 123.10 21.83 20.89 41.33 44.35 24.38 151.55 109.65 19.60
52 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 110.08 148.77 41.74 23.33 35.15 28.70 128.66 123.10 20.89 21.83 27.90 49.55 148.07 113.14 22.80
53 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 | 24.00 33.50 24.00 145.70 123.80 124.15 146.90 134.70 126.85 29.94 19.05 49.91 33.42 27.39 27.39 41.49 18.89 38.48 38.32 23.69
54 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 21.20 133.70 127.60 121.53 140.38 140.38 126.10 43.25 32.50 20.02 20.02 19.10 27.10 32.60 21.33
55 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 | 24.00 33.50 24.00 145.70 123.80 124.15 146.90 134.70 126.85 29.94 20.84 48.29 38.58 23.92 38.56 18.25 34.15 48.40 24.30 205.85
56 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 110.26 151.34 21.54 42.14 23.43 41.10 35.80 16.30 41.90 23.50 36.90 150.90 105.30 49.80 25.33
57 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 18.98 29.71 18.98 36.10 26.43 33.74 41.00 20.17 53.06 38.75 19.55 24.02 46.84 33.76 25.30
58 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 21.20 133.70 127.60 121.68 138.94 141.37 124.40 43.30 31.70 19.60 19.60 19.10 27.10 32.54 22.15
59 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 21.70 134.57 127.83 43.98 128.02 132.96 19.45 33.87 25.70 38.90 29.71 18.98 18.98 29.75 31.73
60 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 23.90 133.00 123.70 45.29 41.45 28.80 40.30 135.96 21.90 121.20 23.80 41.50 28.50 21.85 21.85
61 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 106.30 152.50 32.60 25.85 44.45 26.95 18.60 18.60 40.86 123.70 133.00 23.90 30.80 25.00 42.80
62 | 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 | 111.16 145.40 73.30 27.90 41.00 20.00 58.50 149.20 109.40 31.60 24.23 45.70 33.48 27.65 27.65 42.00 19.31 36.70 38.10 22.40
63 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 | 24.00 33.40 24.00 145.40 123.80 124.10 146.60 134.70 126.85 30.10 21.60 44.70 39.60 24.00 38.10 18.60 37.55 47.50 16.25 185.35
64 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 110.18 143.42 29.75 26.43 41.45 149.80 105.30 32.60 25.40 48.20 28.20 21.12 21.12 38.90 31.44
65 | 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 | 21.40 35.03 21.40 145.10 122.50 135.60 124.09 24.59 49.63 48.40 24.30 205.85 34.15 19.20 38.65 35.00 13.91 50.90 22.73 27.57
66 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 106.30 152.50 32.60 25.85 44.45 26.95 18.60 18.60 40.86 123.70 133.00 23.90 30.80 25.00 42.80
67 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 23.90 133.00 123.70 47.74 38.02 27.17 36.23 137.60 22.90 121.20 23.80 41.50 28.50 21.85 21.85
68 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 24.34 135.09 127.70 31.10 166.80 132.96 19.45 33.87 25.70 39.80 28.32 20.22 20.22 29.75 31.73
69 | 1 2 3 4 5 6 7 8 9 10 11 12 15 16 17 18 19 20 21 22 | 21.40 35.03 21.40 145.10 122.50 135.60 120.50 25.70 44.85 46.25 16.95 184.10 37.50 18.35 38.25 34.50 14.30 51.00 22.50 27.57
70 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 | 21.40 34.96 21.40 144.98 133.77 139.14 147.29 29.75 24.80 38.79 19.62 36.24 18.60 34.15 48.40 24.30 205.85 41.50 26.43 26.60
71 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 106.30 152.50 35.50 26.30 45.10 26.40 18.35 18.35 45.29 123.70 133.00 23.90 30.80 25.00 42.80
72 | 1 2 3 4 5 6 7 8 9 10 11 12 15 16 17 18 19 20 21 22 | 20.50 125.70 19.60 139.14 133.77 151.80 28.21 24.70 56.65 44.53 29.22 182.83 38.92 20.37 38.95 39.89 14.07 50.62 26.94 25.70
73 | 1 2 3 4 5 6 7 8 9 10 | 112.38 149.55 33.10 21.60 33.76 32.80 19.90 19.90 42.55 76.26
74 | 1 2 3 4 5 6 7 8 10 11 | 23.61 37.94 23.61 40.88 31.11 117.90 147.76 65.99 43.33 31.60
75 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 | 24.00 33.50 24.00 145.70 123.80 124.20 147.20 134.70 126.85 30.10 18.85 43.70 37.30 25.30 38.40 18.60 36.23 38.17 17.93 72.00
76 | 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 | 111.81 145.10 73.10 27.90 42.20 22.40 124.20 135.20 15.90 39.50 26.50 124.03 130.53 17.45 25.32
77 | 1 2 3 4 5 6 7 8 10 11 | 23.30 37.60 23.30 30.60 31.20 147.70 151.40 191.10 38.10 33.00
78 | 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 | 111.70 145.22 73.10 27.83 42.20 22.40 124.20 135.20 16.97 35.60 26.50 124.03 130.53 17.45 25.32
79 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 111.45 146.74 39.45 22.20 42.23 28.02 46.48 150.29 109.09 21.38 33.76 56.24 147.20 112.83 23.84
80 | 1 2 3 4 6 7 8 9 10 11 | 23.90 159.10 126.80 200.00 51.60 25.90 19.55 19.55 23.20 30.50
81 | 1 2 3 4 5 6 7 8 10 11 | 19.90 32.80 19.90 34.10 33.75 34.58 80.59 26.02 26.30 17.72
82 | 1 2 3 4 5 6 7 8 9 10 | 109.09 151.65 29.16 33.75 33.76 32.80 19.90 19.90 21.60 33.10
83 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 | 16.10 135.30 122.30 26.65 133.10 134.95 17.26 127.27 138.00 52.50 31.80 20.60 20.60 28.10 36.60 134.40 16.13 129.10 26.23 39.28
84 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 19.70 134.50 127.10 121.80 144.50 29.54 23.55 23.55 137.23 139.35 27.70 31.10 29.00 22.40 35.10
85 | 1 2 3 4 5 6 7 8 9 10 | 18.55 131.43 23.80 124.30 25.30 36.70 29.86 21.04 40.25 60.65
86 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 | 21.40 35.03 21.40 145.10 123.05 135.70 121.70 24.40 50.50 33.10 27.30 27.30 42.70 19.20 39.50 35.20 13.90 51.30 23.00 27.57
87 | 1 2 3 5 6 7 8 9 10 11 12 13 16 17 18 19 20 21 22 23 | 28.55 72.50 28.55 143.80 122.30 134.40 121.90 26.90 44.85 46.25 16.95 184.10 37.50 18.35 38.25 34.30 14.30 50.50 22.40 25.60
88 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 17.45 131.66 25.32 124.15 26.48 35.22 137.03 19.59 126.10 29.60 120.90 134.10 23.40 31.60 26.80
89 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 | 109.83 150.38 37.02 21.90 36.43 20.73 51.63 136.20 121.70 24.59 49.63 48.40 24.30 205.85 34.15 19.20 38.65 35.00 13.91 46.30
90 | 1 2 3 4 5 6 7 8 9 10 11 12 15 16 17 18 19 20 21 22 | 110.16 149.00 37.45 25.92 129.35 136.39 28.21 24.70 56.65 44.53 29.22 182.83 38.92 20.37 38.95 39.89 14.07 50.70 20.73 34.46
91 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 110.18 143.42 29.75 26.94 32.40 150.50 106.87 32.60 25.40 48.20 28.20 21.12 21.12 36.53 31.44
92 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 | 109.83 150.38 37.02 21.90 36.43 20.73 51.63 135.65 121.67 24.28 50.27 33.11 27.30 27.30 42.70 18.94 39.24 35.85 15.19 46.35
93 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 18.55 131.93 23.80 124.37 26.10 37.39 39.40 21.60 151.80 126.50 129.20 136.30 21.01 129.20 126.50
94 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 23.00 133.40 119.50 31.17 38.82 135.96 21.90 121.20 27.49 42.23 28.32 20.22 20.22 39.17 28.98
95 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 110.18 143.42 29.75 26.94 38.82 150.50 106.87 32.60 25.40 48.20 28.20 21.12 21.12 39.17 28.98
96 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 18 19 20 21 22 | 23.29 37.64 23.29 133.56 121.30 29.60 47.84 151.80 133.77 28.21 24.70 56.65 44.53 29.22 182.83 38.92 20.37 38.95 39.89 14.07
97 | 1 2 3 4 5 6 7 8 9 10 | 20.44 46.71 20.44 44.80 31.10 19.55 19.55 31.10 27.00 10.70
98 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 | 109.83 150.38 37.02 21.90 36.43 20.50 52.00 135.30 121.50 23.50 43.70 37.60 17.70 72.00 35.70 18.50 39.60 35.00 15.90 46.30
99 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 23 24 25 26 27 28 29 30 | 12.30 23.00 46.05 26.40 34.00 36.30 18.80 56.10 28.30 24.30 56.86 32.15 31.98 121.43 140.84 42.32 71.51 31.64 37.32 36.50 18.19 50.37 21.16 39.91 42.30 15.17 28.95 19.20 19.20
100 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 | 24.00 33.40 24.00 145.40 123.70 124.20 147.20 134.70 126.80 30.10 19.10 44.60 38.34 19.88 70.56 35.58 18.60 38.40 37.30 25.30
101 | 1 2 3 4 5 6 7 8 9 10 | 114.94 142.33 132.20 136.70 42.30 31.40 19.45 19.45 26.94 23.69
102 | 1 2 3 4 5 6 7 8 9 | 14.30 135.70 136.84 16.07 44.62 26.60 25.30 44.62 50.40
103 | 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 | 21.40 35.03 21.40 145.10 122.50 135.50 120.90 23.80 43.60 37.50 17.70 72.00 35.70 18.20 38.90 34.60 14.20 50.80 22.70 27.57
104 | 1 2 3 4 5 6 7 8 9 10 | 20.08 46.86 20.08 45.30 31.10 19.55 19.55 31.10 27.00 10.70
105 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 | 24.00 33.50 24.00 145.70 123.80 124.10 146.60 134.70 126.85 30.10 21.60 44.70 39.60 24.00 38.10 18.60 37.55 47.50 16.25 185.50
106 | 1 2 3 4 5 6 7 8 9 10 | 108.75 150.00 21.01 41.23 30.82 120.78 133.55 22.96 30.81 28.06
107 | 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 | 6.80 58.20 213.10 41.50 22.30 59.50 37.40 17.90 35.60 30.50 39.70 18.60 42.80 35.30 28.20 33.40 33.40 32.80 39.20 30.00 32.10 36.00 32.40 38.30 20.20 53.10 18.20 41.30 42.10 14.60
108 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 | 19.00 31.50 19.00 39.10 15.40 31.40 33.00 35.35 19.20 56.10 28.30 24.30 56.86 32.15 31.98 121.43 140.84 42.32 71.51 31.64 37.32 36.50 18.19 50.37 21.16 39.91 42.30 15.17
109 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 | 19.00 31.50 19.00 39.10 15.40 31.40 33.00 35.35 19.20 56.10 28.30 24.30 56.90 32.30 32.00 121.30 141.20 42.40 71.30 31.60 37.50 36.50 19.40 50.50 21.20 40.00 42.30 12.00
110 | 1 2 3 4 5 6 7 8 9 10 | 22.20 131.50 119.60 116.50 140.90 34.00 20.60 20.60 24.80 28.50
111 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 18 19 20 21 22 | 24.00 33.40 24.00 145.40 123.70 124.10 146.60 134.70 126.80 30.10 21.60 44.70 47.50 16.25 185.35 37.55 18.60 38.10 39.60 24.00
112 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 30 31 32 | 105.70 157.00 31.30 36.10 35.00 19.30 52.30 26.50 35.10 48.80 19.27 48.00 26.65 21.10 47.10 40.50 19.81 19.81 78.83 30.37 32.00 26.05 29.90 20.00 26.26 32.87 45.30 18.11 33.80 21.89 21.89
113 | 1 2 3 4 5 6 7 8 9 | 16.23 144.24 144.24 16.23 49.56 28.85 28.85 49.56 50.40
114 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 23.70 135.90 123.70 39.80 38.02 27.17 36.23 135.96 21.90 121.20 23.80 41.50 28.50 21.85 21.85
115 | 1 2 3 4 5 6 7 8 9 10 | 17.45 130.53 25.32 124.33 26.63 37.65 138.00 17.53 125.00 58.50
116 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 | 109.93 150.50 37.07 21.93 36.40 20.85 51.45 136.00 121.75 23.40 50.27 33.11 27.65 27.65 42.39 18.94 39.24 35.35 16.20 46.10
117 | 1 2 3 4 6 7 8 9 10 11 | 111.81 145.30 73.34 27.85 42.25 22.85 124.55 131.52 19.14 24.17
118 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 106.30 152.50 32.60 25.85 44.45 26.95 18.60 18.60 40.86 123.70 133.00 23.90 30.80 25.00 42.80
119 | 1 2 3 4 6 7 8 9 10 11 | 111.79 145.22 73.34 27.83 42.25 22.85 124.55 131.52 17.75 25.77
120 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 17.45 131.66 25.32 124.15 26.48 35.22 137.03 19.45 126.10 29.60 120.90 134.10 23.40 31.60 26.80
121 | 1 2 3 4 5 7 8 9 10 11 | 23.30 133.70 118.70 34.50 71.70 36.90 16.95 16.95 31.10 27.20
122 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 103.00 157.10 44.19 28.14 28.14 50.57 47.87 33.69 26.85 26.85 39.70 19.30 34.66 40.05 22.05
123 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 17.45 131.66 25.32 124.15 26.48 35.22 137.03 19.45 126.10 29.60 120.90 134.10 23.40 31.60 26.80
124 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 17.73 131.93 25.82 124.37 26.15 37.39 39.40 21.60 151.80 126.50 129.20 136.30 21.01 129.20 126.50
125 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 | 24.00 33.40 24.00 145.40 123.70 124.20 147.20 134.70 126.80 29.94 26.43 41.50 48.40 24.30 205.85 34.15 18.60 38.45 38.24 23.61
126 | 1 2 3 4 5 6 7 8 9 10 11 12 15 16 17 18 19 20 21 22 | 110.16 149.00 37.45 25.92 129.35 136.39 28.21 24.70 56.65 44.53 29.22 182.83 38.92 20.37 38.95 39.89 14.07 50.70 20.73 34.46
127 | 1 2 3 4 5 6 7 8 10 11 | 19.90 32.80 19.90 34.10 35.74 34.58 80.59 26.02 26.30 22.05
128 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 102.69 160.28 45.77 28.14 28.14 50.57 47.87 33.69 26.85 26.85 39.70 19.30 34.66 40.05 22.05
129 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 110.70 150.29 22.15 42.14 23.43 40.68 35.20 20.44 28.90 23.75 121.33 135.34 22.59 49.10 37.35
130 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 106.30 152.50 32.60 25.85 44.45 26.95 18.60 18.60 40.86 123.70 133.00 23.90 30.80 25.00 42.80
131 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 109.50 147.90 27.15 23.73 36.11 34.90 22.60 36.11 26.43 42.20 32.10 19.25 19.25 126.60 143.85
132 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 | 24.00 33.40 24.00 145.40 123.70 124.20 147.20 134.70 126.80 29.65 18.90 49.84 33.43 27.38 27.38 41.46 18.86 38.45 38.24 23.61
133 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 23.60 131.50 119.90 31.55 41.45 135.96 21.90 121.20 28.19 36.10 29.71 18.98 18.98 38.90 31.44
134 | 1 2 3 4 5 6 7 8 9 10 | 17.45 130.53 25.32 124.33 26.63 37.65 138.00 17.53 125.00 58.50
135 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 20 21 22 | 21.40 35.03 21.40 145.10 122.50 135.60 120.50 25.70 44.85 34.50 14.30 38.25 18.35 37.50 46.25 16.95 184.10 51.00 22.50 27.57
136 | 1 2 3 4 5 6 7 8 10 11 | 23.17 132.90 120.70 25.90 44.50 71.90 26.90 26.90 23.60 30.90
137 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 23.90 133.00 123.70 47.74 38.02 27.17 36.23 135.96 21.90 121.20 23.80 41.50 28.50 21.85 21.85
138 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 21.20 133.70 127.60 125.20 141.37 138.94 125.25 43.30 33.30 20.45 20.45 19.10 27.10 32.45 21.66
139 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 109.50 147.90 27.15 22.79 38.24 36.93 23.45 38.10 26.94 42.20 32.10 19.25 19.25 126.60 148.81
140 | 1 2 3 4 5 6 7 8 10 11 | 20.94 136.00 128.70 124.30 146.30 72.20 31.70 31.70 124.30 128.70
141 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 109.09 150.29 21.54 42.14 23.43 41.10 35.80 22.35 28.90 22.57 121.33 135.22 22.42 47.84 25.99
